,Address,Style,Building Type,Basement Development,Exterior Finish,Fireplace,OwnershipType,Property Type,Bedrooms,Bathrooms,Amenities Nearby,Lot Size,Parking Type,No. of Parking Spaces,Storeys,Floor Area (m^2),Features,Condo Fees,Community Features,Price
110,"#1115 -255 RICHMOND ST E, Toronto, Ontario, M5A 4T7",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1,1.0,"Park, Public Transit",,"Underground, Visitor parking",,1.0,70.93,Balcony,$538 Monthly,Community Centre,"$569,900"
111,"#223 -415 JARVIS ST, Toronto, Ontario, M4Y 2G8",Townhouse,Row / Townhouse,,Brick,,Condominium/Strata,Single Family,2,1.0,"Public Transit, Schools",,Underground,,1.0,65.69,Balcony,$322 Monthly,,"$569,000"
112,"#1111 -55 BREMNER BLVD, Toronto, Ontario, M5J 0A6",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,,,,,1.0,72.99000000000002,Balcony,$470 Monthly,,"$569,000"
113,"#1415 -60 BYNG AVE, Toronto, Ontario, M2N 7K3",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,1+1,1.0,"Public Transit, Schools",,"Underground, Visitor parking",,1.0,,"Wooded area, Balcony",$586 Monthly,Community Centre,"$565,000"
114,"#1103 -127 QUEEN ST E, Toronto, Ontario, M5C 1S1",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1+1,1.0,"Hospital, Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,57.46,Balcony,$561 Monthly,Community Centre,"$559,000"
115,"#803 -51 TROLLEY CRES, Toronto, Ontario, M5A 0E9",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,,,Underground,,1.0,30.44,Balcony,$378 Monthly,,"$559,000"
116,"22 ENCLAVE MEWS, Toronto, Ontario, M3M 3J6",Townhouse,Row / Townhouse,Partially finished,Brick,,Condominium/Strata,Single Family,3,2.0,,,"Attached garage, Visitor parking",,1.0,119.45,Level lot,$458 Monthly,,"$555,000"
117,"#1018 -629 KING ST W, Toronto, Ontario, M5V 0G9",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,,,Underground,,1.0,28.82,,$354 Monthly,,"$549,900"
118,"#207 -8835 SHEPPARD AVE E, Toronto, Ontario, M1B 5R7",Townhouse,Row / Townhouse,,"Brick, Stucco",,Condominium/Strata,Single Family,1+1,2.0,"Hospital, Park, Public Transit",,Underground,,1.0,57.83,,$339 Monthly,School Bus,"$549,800"
119,"#N211 -455 FRONT ST E, Toronto, Ontario, M5A 1G9",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,,,Underground,,1.0,,Balcony,$356 Monthly,,"$549,000"
120,"#1716 -1883 MCNICOLL AVE, Toronto, Ontario, M1V 5M3",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,2.0,,,Underground,,1.0,59.33999999999999,,$594 Monthly,,"$548,888"
121,"#103 -111 ELIZABETH ST, Toronto, Ontario, M5G 1P7",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,,,"Underground, Visitor parking",,1.0,38.99,Balcony,$420 Monthly,,"$539,000"
122,"#204 -15 VIKING LANE, Toronto, Ontario, M9B 0A4",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,Public Transit,,Underground,,1.0,54.88,Balcony,$467 Monthly,,"$539,000"
123,"#606 -27 REAN DR, Toronto, Ontario, M2K 0A6",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1,1.0,"Park, Public Transit",,"Underground, Visitor parking",,1.0,44.88,"Ravine, Balcony",$522 Monthly,Community Centre,"$528,888"
124,"#L01 -201 CARLAW AVE, Toronto, Ontario, M4M 2S3",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1,1.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,45.76000000000001,,$338 Monthly,Community Centre,"$519,900"
125,"#416 -2035 SHEPPARD AVE E, Toronto, Ontario, M2J 0A8",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,"Hospital, Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,,Balcony,$599 Monthly,Community Centre,"$518,000"
126,"#1114 -2 REAN DR, Toronto, Ontario, M2K 3B8",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,"Hospital, Park, Public Transit",,Underground,,1.0,36.91,Balcony,$505 Monthly,Community Centre,"$515,900"
127,"#1210 -85 EMMETT AVE, Toronto, Ontario, M6M 5A2",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2+1,2.0,"Park, Public Transit",,Underground,,1.0,88.76,"Ravine, Balcony",$778 Monthly,,"$509,900"
128,"#2003 -80 ALTON TOWERS CIRC, Toronto, Ontario, M1V 5E8",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,2.0,,,Underground,,1.0,78.39999999999998,,$693 Monthly,,"$499,900"
129,"#1613 -1 MICHAEL POWER PL, Toronto, Ontario, M9A 0A1",Apartment,Apartment,,"Brick, Stone",,Condominium/Strata,Single Family,1,1.0,"Hospital, Park, Public Transit",,"Underground, Visitor parking",,1.0,48.15000000000001,Balcony,$454 Monthly,,"$499,900"
130,"##411 -60 PAVANE LINK WAY, Toronto, Ontario, M3C 1A1",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,3,2.0,Park,,Underground,,1.0,65.42,"Cul-de-sac, Ravine, Conservation/green belt, Balcony",$722 Monthly,,"$499,900"
131,"#305 -20 FOREST MANOR RD, Toronto, Ontario, M2J 1M2",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,1.0,"Hospital, Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,66.82,Balcony,$579 Monthly,Community Centre,"$499,800"
132,"#805 -38 ELM ST, Toronto, Ontario, M5G 2K5",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,"Hospital, Public Transit, Schools",,Underground,,1.0,,,$543 Monthly,"Community Centre, Pets not Allowed","$499,000"
133,"#608 -420 MILL RD, Toronto, Ontario, M9C 1Z1",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,1.0,"Hospital, Park, Public Transit, Ski area",,"Underground, Visitor parking",,1.0,84.52,"Ravine, Balcony",$692 Monthly,,"$499,000"
134,"#705 -120 PARLIAMENT ST, Toronto, Ontario, M5A 2Y8",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,,,Underground,,1.0,,Balcony,$358 Monthly,,"$499,000"
135,"#2008 -38 JOE SHUSTER  WAY, Toronto, Ontario, M6K 0A5",Apartment,Apartment,,Vinyl,,Condominium/Strata,Single Family,1,1.0,"Park, Public Transit",,Underground,,1.0,,Balcony,$341 Monthly,,"$495,000"
136,"#1015 -3033 FINCH AVE W, Toronto, Ontario, M3M 0A3",Townhouse,Row / Townhouse,,Brick,,Condominium/Strata,Single Family,2+1,2.0,,,"Underground, Visitor parking",,1.0,,Conservation/green belt,$420 Monthly,,"$493,000"
137,"#2908 -125 VILLAGE GREEN SQ, Toronto, Ontario, M1S 0G3",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,"Park, Public Transit",,"Underground, Visitor parking",,1.0,55.64,Balcony,$433 Monthly,,"$489,000"
138,"#1106 -1 ROWNTREE RD, Toronto, Ontario, M9V 5G7",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,"Public Transit, Schools",,"Underground, Visitor parking",,1.0,97.54,"Ravine, Conservation/green belt, Balcony",$799 Monthly,Community Centre,"$479,900"
139,"#1513 -4727 SHEPPARD AVE E, Toronto, Ontario, M1S 5B3",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,2+1,2.0,,,Underground,,1.0,,Balcony,$578 Monthly,Pets not Allowed,"$479,000"
140,"#116 -455 ROSEWELL  AVE, Toronto, Ontario, M4R 2B6",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,,1.0,"Hospital, Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,111.02,,$386 Monthly,,"$479,000"
141,"#508 -32 CAMDEN ST, Toronto, Ontario, M5V 1V1",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,"Hospital, Park, Public Transit",,Underground,,1.0,52.27,Balcony,$319 Monthly,,"$475,000"
142,"#618 -2825 ISLINGTON AVE, Toronto, Ontario, M9L 2K1",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,3,2.0,,,,,1.0,83.97,Balcony,$599 Monthly,Pets not Allowed,"$469,000"
143,"#317 -5800 SHEPPARD AVE E, Toronto, Ontario, M1B 5J7",Apartment,Apartment,,Stucco,,Condominium/Strata,Single Family,1+1,1.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,815.8999999999999,,$675 Monthly,Community Centre,"$429,900"
144,"#605 -170 FORT YORK BLVD, Toronto, Ontario, M5V 0E6",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,Park,,Underground,,1.0,58.02,,$334 Monthly,,"$429,000"
145,"#310 -320 DIXON RD E, Toronto, Ontario, M9R 1S8",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,3,2.0,,,"Underground, Visitor parking",,1.0,86.69,Balcony,$718 Monthly,Pets not Allowed,"$424,900"
146,"##2311 -100 LEEWARD GLENWAY GLWY, Toronto, Ontario, M3C 2Z1",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,1.0,"Public Transit, Schools",,Underground,,1.0,77.38000000000002,,$553 Monthly,Community Centre,"$419,900"
147,"##907 -10 TAPSCOTT RD, Toronto, Ontario, M1B 3L9",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,2.0,,,Underground,,1.0,80.23,Balcony,$566 Monthly,,"$414,000"
148,"1 MASSEY  SQ, Toronto, Ontario, M4C 5L4",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,1.0,,,Underground,,1.0,74.81,Balcony,$816 Monthly,,"$409,000"
149,"#904 -5580 SHEPPARD AVE E, Toronto, Ontario, M1B 2L3",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2+1,1.0,"Park, Public Transit, Schools",,Visitor parking,,1.0,82.55,Balcony,$558 Monthly,Pets not Allowed,"$399,900"
150,"#203 -2245 EGLINTON AVE E, Toronto, Ontario, M1K 2N3",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1,1.0,,,Underground,,1.0,,,$452 Monthly,Pets not Allowed,"$399,000"
151,"#1039 -125 OMNI DR, Toronto, Ontario, M1P 5A9",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,1,1.0,Public Transit,,"Underground, Visitor parking",,1.0,,,$626 Monthly,Community Centre,"$398,000"
152,"#1109 -15 SEWELLS RD, Toronto, Ontario, M1B 3V7",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,1.0,"Hospital, Public Transit, Schools",,Underground,,1.0,61.55,Balcony,$700 Monthly,School Bus,"$395,000"
153,"#1818 -1 MASSEY SQ, Toronto, Ontario, M4C 5L4",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,1,1.0,"Park, Public Transit",,Underground,,1.0,53.19,"Conservation/green belt, Balcony",$556 Monthly,,"$379,000"
154,"#111 -4060  LAWRENCE AVE, Toronto, Ontario, M1E 4V4",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,3+1,3.0,,,"Underground, Visitor parking",,2.0,,Balcony,"$1,532 Monthly",,"$294,900"
155,"#PARKING -300 FRONT ST W, Toronto, Ontario, M5V 0E9",,Parking,,,,Condominium/Strata,Parking,,,,,Underground,,,,,$90 Monthly,,"$68,000"
156,"#301 -35 CHURCH ST, Toronto, Ontario, M5E 1T3",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2+1,3.0,Park,,Underground,,1.0,164.54000000000005,,"$1,619 Monthly",Community Centre,"$2,199,000"
157,"#1104 -130 CARLTON ST, Toronto, Ontario, M5A 4K3",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2+1,3.0,"Hospital, Park, Public Transit",,"Underground, Visitor parking",,1.0,,Balcony,"$2,210 Monthly",,"$1,695,000"
158,"#1904 -278 BLOOR  ST E, Toronto, Ontario, M4W 3M4",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,2,2.0,"Hospital, Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,97.66,"Wooded area, Balcony","$1,223 Monthly",,"$1,419,000"
159,"#PH01 -763 BAY ST, Toronto, Ontario, M5G 2R3",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,,,Underground,,1.0,82.48,,$872 Monthly,,"$1,329,000"
160,"#1604 -35 HAYDEN ST, Toronto, Ontario, M4Y 3C3",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,2,2.0,,,"Underground, Visitor parking",,2.0,,Partially cleared,$794 Monthly,,"$1,199,000"
161,"#1815 -70 ROEHAMPTON AVE, Toronto, Ontario, M4P 1R2",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2+1,2.0,"Hospital, Public Transit",,Underground,,1.0,66.69,Balcony,$721 Monthly,,"$1,189,000"
162,"#2208 -88 BLUE JAYS WAY, Toronto, Ontario, M5V 2G3",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,2.0,"Hospital, Park, Public Transit, Schools",,Underground,,1.0,,Balcony,$740 Monthly,,"$1,188,000"
163,"#1503 -195 MERTON ST, Toronto, Ontario, M4S 3H6",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,77.2,"Ravine, Conservation/green belt, Balcony","$1,137 Monthly",,"$1,155,000"
164,"#2812 -300 FRONT ST, Toronto, Ontario, M5V 0E9",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2+1,2.0,,,Underground,,1.0,,Balcony,$625 Monthly,,"$1,119,000"
165,"#2804 -101 CHARLES ST E, Toronto, Ontario, M4Y 0A9",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,Public Transit,,Underground,,1.0,67.23,Balcony,$557 Monthly,,"$1,100,000"
166,"#912 -7 KENASTON GDNS, Toronto, Ontario, M2K 0E9",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,,,Underground,,1.0,78.98,,$615 Monthly,,"$1,099,999"
167,"#118 -1210 DON MILLS RD, Toronto, Ontario, M3B 3N9",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2+1,2.0,"Hospital, Park",,"Underground, Visitor parking",,1.0,122.31999999999998,,"$1,156 Monthly","Community Centre, Pets not Allowed","$1,069,000"
168,"#705 -3 MCALPINE ST, Toronto, Ontario, M5R 3T5",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,"Public Transit, Schools",,"Underground, Visitor parking",,1.0,74.51,Balcony,"$1,282 Monthly",,"$1,050,000"
169,"#18 -6 WINDERMERE AVE, Toronto, Ontario, M6S 3J1",Townhouse,Row / Townhouse,Partially finished,"Brick, Stone",,Condominium/Strata,Single Family,3,2.0,"Hospital, Park, Public Transit",,"Garage, Visitor parking",,3.0,,,$403 Monthly,,"$1,030,000"
170,"#2407 -125 WESTERN BATTERY RD, Toronto, Ontario, M6K 3R8",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2+1,2.0,Public Transit,,"Underground, Visitor parking",,1.0,,Balcony,$597 Monthly,,"$950,000"
171,"#314 -23 CARLTON ST, Toronto, Ontario, M5B 1L2",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,3.0,"Hospital, Park, Public Transit, Schools",,"Underground, Visitor parking",,2.0,79.81,Balcony,$817 Monthly,Pets not Allowed,"$949,000"
172,"#UPH5 -2167 LAKESHORE BLVD W, Toronto, Ontario, M8V 0A8",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,,,Underground,,1.0,,Balcony,$426 Monthly,,"$949,000"
173,"#101 -2 OLD MILL DR, Toronto, Ontario, M6S 0A2",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,,,Underground,,1.0,58.74999999999999,Balcony,$776 Monthly,,"$939,000"
174,"#1806 -770 BAY ST, Toronto, Ontario, M5G 1N6",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2+1,2.0,"Park, Public Transit",,Underground,,1.0,89.63,Balcony,$603 Monthly,,"$929,000"
175,"#403 -60 BATHURST ST, Toronto, Ontario, M5V 2P4",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,"Park, Public Transit",,Underground,,1.0,140.75,Balcony,$488 Monthly,,"$925,000"
176,"#201 -15 MCMURRICH ST, Toronto, Ontario, M5R 3M6",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,2.0,,,Underground,,1.0,,,"$1,365 Monthly",,"$879,999"
177,"#202 -50 MERCHANT LANE, Toronto, Ontario, M6P 4J6",Townhouse,Row / Townhouse,,"Brick, Stucco",,Condominium/Strata,Single Family,2+2,2.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,3.0,72.44,,$439 Monthly,Community Centre,"$879,900"
178,"#2804 -88 HARBOUR ST, Toronto, Ontario, M5J 1B7",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,Public Transit,,Underground,,1.0,75.92,Balcony,$599 Monthly,,"$879,000"
179,"#2712 -5168 YONGE ST, Toronto, Ontario, M2N 0G1",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,,,Underground,,1.0,,Balcony,$481 Monthly,,"$869,000"
180,"#1906 -1080 BAY ST, Toronto, Ontario, M5S 0A6",Apartment,Apartment,,Stone,,Condominium/Strata,Single Family,1,1.0,,,"Underground, Visitor parking",,1.0,61.72,Balcony,$437 Monthly,,"$860,000"
181,"#1708 -9 BOGERT AVE, Toronto, Ontario, M2N 5M6",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2+2,2.0,,,Underground,,1.0,78.19,Balcony,$726 Monthly,,"$858,000"
182,"#924 -20 JOHN ST, Toronto, Ontario, M5V 0E9",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,2,2.0,,,Underground,,1.0,,Balcony,$477 Monthly,,"$849,000"
183,"#1603 -1300 ISLINGTON AVE, Toronto, Ontario, M9A 5C4",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,"Park, Public Transit",,Underground,,1.0,87.35,,$841 Monthly,"Community Centre, School Bus, Pets not Allowed","$839,000"
184,"#28 -121 PRESCOTT AVE, Toronto, Ontario, M6N 3G8",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1+1,1.0,"Park, Public Transit",,Visitor parking,,1.0,64.47,Balcony,$629 Monthly,Community Centre,"$815,000"
185,"#604 -89 DUNFIELD AVE, Toronto, Ontario, M4S 0A4",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,,,Underground,,1.0,85.76,Balcony,$551 Monthly,,"$799,900"
186,"914-1 Market St, Toronto, ON, M5E 0A2",,,,,,,,1+1,1.0,,,Owned,1.0,1.0,54.51,,$444 Monthly,,"$799,000"
187,"202-214 Main St, Toronto, ON, M4E 2W1",Apartment,,,,,,,2,2.0,,,Owned,1.0,2.0,96.51,,$606 Monthly,,"$789,000"
188,"#303 -2012 QUEEN ST E, Toronto, Ontario, M4L 1J3",Apartment,Apartment,,"Brick, Stucco",,Condominium/Strata,Single Family,1,2.0,"Park, Public Transit, Schools",,Attached garage,,2.0,80.29,Balcony,$725 Monthly,Community Centre,"$789,000"
189,"#101 -6 BRIAN PECK CRES, Toronto, Ontario, M4G 4K4",Townhouse,Row / Townhouse,,Brick,,Condominium/Strata,Single Family,2,2.0,"Park, Public Transit",,"Underground, Visitor parking",,1.0,54.53,,$396 Monthly,,"$779,000"
190,"6-29 Frances Loring  Lane, Toronto, ON, M4M 3E8",Townhouse,,,,,,,2,2.0,,,Owned,1.0,2.0,57.65,,$273 Monthly,,"$779,000"
191,"#702 -1 THE ESPLANADE, Toronto, Ontario, M5E 0A8",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,Public Transit,,Underground,,1.0,64.92,Balcony,$670 Monthly,,"$778,000"
192,"3506-25 Capreol Crt, Toronto, ON, M5V 3Z7",Apartment,,,,,,,2+1,2.0,,,None,,1.0,67.02,,$551 Monthly,,"$769,900"
193,"#110 -23 HOLLYWOOD AVE, Toronto, Ontario, M2N 7L8",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,2.0,"Hospital, Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,93.54999999999998,,$829 Monthly,,"$768,000"
194,"#2609 -2221 YONGE ST, Toronto, Ontario, M4S 2B4",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,,,Underground,,1.0,,,$390 Monthly,,"$759,000"
195,"#1014 -10 BLOORVIEW PL, Toronto, Ontario, M2J 0B1",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2+1,2.0,"Hospital, Public Transit",,"Underground, Visitor parking",,1.0,74.28,"Cul-de-sac, Ravine, Balcony",$641 Monthly,Community Centre,"$755,000"
196,"#2310 -225 SACKVILLE ST, Toronto, Ontario, M5A 0B9",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,2.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,60.18,Balcony,$600 Monthly,,"$749,900"
197,"#15 -75 MARKHAM ST, Toronto, Ontario, M6J 2G4",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,1,1.0,"Public Transit, Schools",,Underground,,2.0,66.77,,$653 Monthly,,"$749,000"
198,"#301 -909 BAY ST, Toronto, Ontario, M5S 3G2",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,,,"Underground, Visitor parking",,1.0,,Balcony,$621 Monthly,,"$749,000"
199,"#3704 -37 SUDBURY ST, Toronto, Ontario, M6J 3W6",Townhouse,Row / Townhouse,,Brick,,Condominium/Strata,Single Family,2,1.0,"Hospital, Park, Public Transit",,,,2.0,,,$455 Monthly,Community Centre,"$749,000"
200,"#510 -65 HARBOUR SQ, Toronto, Ontario, M5J 2L4",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,"Park, Public Transit",,Visitor parking,,1.0,98.0,Balcony,$821 Monthly,Pets not Allowed,"$727,500"
201,"#2702 -29 SINGER CRT, Toronto, Ontario, M2K 0B3",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2+1,2.0,"Hospital, Public Transit",,Underground,,1.0,69.64,Balcony,$761 Monthly,,"$727,000"
202,"#2106 -300 FRONT ST W, Toronto, Ontario, M5V 0E9",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,"Hospital, Public Transit",,Visitor parking,,1.0,56.19,Balcony,$442 Monthly,,"$725,500"
203,"212-60 Shuter St, Toronto, ON, M5B 1A8",Apartment,,,,,,,1+1,1.0,,,None,,,,,$404 Monthly,,"$719,000"
204,"#517W -27 BATHURST ST, Toronto, Ontario, M5V 2P1",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,2.0,,,Underground,,1.0,36.57,Balcony,$351 Monthly,,"$710,000"
205,"#1704 -235 SHERWAY GARDENS RD, Toronto, Ontario, M9C 0A2",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2+1,2.0,"Hospital, Public Transit",,Underground,,1.0,112.25,"Conservation/green belt, Balcony",$763 Monthly,,"$700,000"
206,"#TH12 -88 CARR ST ST, Toronto, Ontario, M5T 1B7",Townhouse,Row / Townhouse,,"Stone, Stucco",,Condominium/Strata,Single Family,2,2.0,,,Underground,,3.0,,,$598 Monthly,,"$699,900"
207,"#1212 -320 RICHMOND ST E, Toronto, Ontario, M5A 1P9",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1+1,1.0,Public Transit,,"Underground, Visitor parking",,1.0,66.25,Balcony,$453 Monthly,,"$699,900"
208,"#3310 -45 CHARLES ST E, Toronto, Ontario, M4Y 0B8",Apartment,Apartment,,"Concrete, Stone",,Condominium/Strata,Single Family,1+1,2.0,"Park, Public Transit",,Underground,,1.0,,Balcony,$450 Monthly,,"$699,000"
209,"## 413 -185 ROEHAMPTON AVE, Toronto, Ontario, M4P 1R4",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,1.0,"Hospital, Public Transit, Schools",,Underground,,1.0,,Balcony,$437 Monthly,,"$699,000"
